Attack_category,Attack subcategory,Protocol,Source IP,Source Port,Destination IP,Destination Port,Attack_Name,Attack Reference,.,Time
Exploits,Miscellaneous Batch,tcp,175.45.176.3,6379,149.171.126.19,25,Millenium MP3 Studio File Buffer Overflow (https://strikecenter.bpointsys.com/bps/strikes/exploits/misc/millenium_mp3_studio_BO.xml),CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.3%20%28AV%3aA%2fAC%3aM%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930864-1421930866
Exploits,Webserver,tcp,175.45.176.1,11406,149.171.126.18,80,Icecast (<= 2.0.1) Header Overwrite (win32) (https://strikecenter.bpointsys.com/bps/strikes/exploits/httpd/windows_http_icecast_header_1.xml),CVE 2004-1561 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2004%2d1561)BID 11271 (http://www.securityfocus.com/bid/11271)OSVDB 10406 (http://www.osvdb.org/10406)http://archives.neohapsis.com/archives/bugtraq/2004-09/0366.html (http%3a%2f%2farchives.neohapsis.com%2farchives%2fbugtraq%2f2004%2d09%2f0366.html)http://exploit-db.com/exploits/16763 (http%3a%2f%2fexploit%2ddb.com%2fexploits%2f16763)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930865-1421930866
Exploits,SSH,Tcp,175.45.176.0,32404,149.171.126.14,22,FreeSSHD Key Exchange Algorithm Overflow (https://strikecenter.bpointsys.com/bps/strikes/exploits/ssh/freesshd_key_exchange_01.xml),BID 17958 (http://www.securityfocus.com/bid/17958)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP),.,1421930866-1421930867
Exploits,Web Application,tcp,175.45.176.3,39889,149.171.126.11,80,Phormation PHP Library index.php include Parameter PHP File Include (https://strikecenter.bpointsys.com/bps/strikes/exploits/webapp/include/phormation_include_01.xml),CVE 2001-1237 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2001%2d1237)BID 3393 (http://www.securityfocus.com/bid/3393)OSVDB 1964 (http://www.osvdb.org/1964)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930866-1421930867
Generic, IXIA,udp,175.45.176.1,47439,149.171.126.18,53,Microsoft_DNS_Server_ANY_Query_Cache_Weakness_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/microsoft_dns_server_any_query_cache_weakness_attack.xml),CVE 2005-4092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4092)BID 15732 (http://www.securityfocus.com/bid/15732)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930867-1421930867
Exploits,Miscellaneous Batch,tcp,175.45.176.1,13835,149.171.126.11,36510,HP Data Protector Cell Request Service Opcode 235 Buffer Overflow (https://strikecenter.bpointsys.com/bps/strikes/exploits/misc/cve_2013_2325_hp_data_protector_cell_request_service_opcode_235_buffer_overflow.xml),BID 34141 (http://www.securityfocus.com/bid/34141)OSVDB 64582 (http://www.osvdb.org/64582)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930868-1421930869
Generic, IXIA,udp,175.45.176.1,1043,149.171.126.18,53,Microsoft_DNS_Server_ANY_Query_Cache_Weakness_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/microsoft_dns_server_any_query_cache_weakness_attack.xml),CVE 2005-4092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4092)BID 15732 (http://www.securityfocus.com/bid/15732)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930869-1421930869
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,175.45.176.0,10061,149.171.126.10,111,SunRPC TCP Portmapper GETPORT Request (nis_callbackv2/tcp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_tcp/service_tcp/nis_callback_v2_tcp.xml),-,.,1421930869-1421930870
Exploits,Clientside,udp,175.45.176.0,18114,149.171.126.13,921,Wireshark LWRES (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/wireshark_lwres_dissector.xml),CVE 2010-0304 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2010%2d0304)BID 37985 (http://www.securityfocus.com/bid/37985)OSVDB 61987 (http://www.osvdb.org/61987)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930870-1421930870
Exploits,Cisco IOS ,tcp,175.45.176.3,2671,149.171.126.12,80,Cisco IOS HTTP Authentication Bypass Level 39 (https://strikecenter.bpointsys.com/bps/strikes/exploits/ios/cisco_auth_bypass_level_39.xml),CVE 2001-0537 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2001%2d0537)BID 2936 (http://www.securityfocus.com/bid/2936)OSVDB 578 (http://www.osvdb.org/578)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930870-1421930871
Generic, IXIA,UDP,175.45.176.1,47439,149.171.126.18,53,Microsoft_DNS_Server_ANY_Query_Cache_Weakness_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/microsoft_dns_server_any_query_cache_weakness_attack.xml),CVE 2005-4092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4092)BID 15732 (http://www.securityfocus.com/bid/15732)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930871-1421930871
Generic, IXIA,udp,175.45.176.1,1043,149.171.126.18,53,Microsoft_DNS_Server_ANY_Query_Cache_Weakness_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/microsoft_dns_server_any_query_cache_weakness_attack.xml),CVE 2005-4092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4092)BID 15732 (http://www.securityfocus.com/bid/15732)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930872-1421930872
Exploits,Browser,tcp,175.45.176.1,22830,149.171.126.11,80,Microsoft .NET CLR ArgIterator Stack Pointer Manipulation (https://strikecenter.bpointsys.com/bps/strikes/exploits/browser/ms09_061_dotnet_clr_arg_iterator.xml),CVE 2009-0090 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2009%2d0090)MSB MS09-061 (http://www.microsoft.com/technet/security/bulletin/MS09%2d061.mspx)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930872-1421930873
Reconnaissance, SunRPC Portmapper (UDP) UDP Service ,udp,175.45.176.2,15965,149.171.126.13,111,SunRPC UDP Portmapper GETPORT Request (rexdv1/udp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_udp/service_udp/rexd_v1_udp.xml),-,.,1421930873-1421930873
Generic, IXIA,UDP,175.45.176.1,47439,149.171.126.18,53,Microsoft_DNS_Server_ANY_Query_Cache_Weakness_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/microsoft_dns_server_any_query_cache_weakness_attack.xml),CVE 2005-4092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4092)BID 15732 (http://www.securityfocus.com/bid/15732)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930874-1421930874
Reconnaissance, SunRPC Portmapper (UDP) UDP Service ,udp,175.45.176.2,37829,149.171.126.14,111,SunRPC UDP Portmapper GETPORT Request (statusv1/udp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_udp/service_udp/status_v1_udp.xml),-,.,1421930874-1421930874
Generic, IXIA,udp,175.45.176.1,1043,149.171.126.18,53,Microsoft_DNS_Server_ANY_Query_Cache_Weakness_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/microsoft_dns_server_any_query_cache_weakness_attack.xml),CVE 2005-4092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4092)BID 15732 (http://www.securityfocus.com/bid/15732)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930875-1421930875
Fuzzers,BGP,tcp,175.45.176.2,50510,149.171.126.10,179,BGP Open: Random Version (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/open_random_version.xml),-,.,1421930875-1421930876
Exploits,Browser,tcp,175.45.176.0,57366,149.171.126.13,80,Mozilla Firefox xulCommandDispatcher Deleted Object Memory Corruption (https://strikecenter.bpointsys.com/bps/strikes/exploits/browser/firefox_xulcommanddispatcher_memory_corruption.xml),CVE 2007-2867 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2007%2d2867)BID 24242 (http://www.securityfocus.com/bid/24242)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930875-1421930876
Exploits,Browser,tcp,175.45.176.2,62011,149.171.126.17,80,Firefox Array.reduceRight Integer Overflow (https://strikecenter.bpointsys.com/bps/strikes/exploits/browser/firefox_array_reduceright_integer_overflow.xml),CVE 2011-2371 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2011%2d2371)BID 48372 (http://www.securityfocus.com/bid/48372)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930876-1421930877
Generic, IXIA,udp,175.45.176.1,47439,149.171.126.18,53,Microsoft_DNS_Server_ANY_Query_Cache_Weakness_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/microsoft_dns_server_any_query_cache_weakness_attack.xml),CVE 2005-4092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4092)BID 15732 (http://www.securityfocus.com/bid/15732)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930877-1421930877
Fuzzers,BGP,tcp,175.45.176.2,50547,149.171.126.10,179,BGP Open: Random Version (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/open_random_version.xml),-,.,1421930878-1421930879
Exploits,SMB,tcp,175.45.176.0,13833,149.171.126.11,445,Novell Client EnumPrinters Buffer Overflow (https://strikecenter.bpointsys.com/bps/strikes/exploits/smb/novell_client_enumprinters_bof.xml),CVE 2008-0639 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2008%2d0639)BID 27741 (http://www.securityfocus.com/bid/27741)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930878-1421930881
Generic, IXIA,udp,175.45.176.1,1043,149.171.126.18,53,Microsoft_DNS_Server_ANY_Query_Cache_Weakness_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/microsoft_dns_server_any_query_cache_weakness_attack.xml),CVE 2005-4092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4092)BID 15732 (http://www.securityfocus.com/bid/15732)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930879-1421930879
Exploits,Cisco IOS ,tcp,175.45.176.2,10773,149.171.126.11,80,Cisco IOS HTTP Authentication Bypass Level 42 (https://strikecenter.bpointsys.com/bps/strikes/exploits/ios/cisco_auth_bypass_level_42.xml),CVE 2001-0537 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2001%2d0537)BID 2936 (http://www.securityfocus.com/bid/2936)OSVDB 578 (http://www.osvdb.org/578)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930879-1421930880
Exploits,Oracle,tcp,175.45.176.1,16589,149.171.126.13,80,Oracle Java Plugin Buffer Overflow (https://strikecenter.bpointsys.com/bps/strikes/exploits/oracle/cve_2010_3552.xml),CVE 2010-3552 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2010%2d3552)BID 44023 (http://www.securityfocus.com/bid/44023)OSVDB 68873 (http://www.osvdb.org/68873)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930880-1421930881
Shellcode,Multiple OS,tcp,175.45.176.1,28203,149.171.126.10,62285,Shellcode: Multi-OS Shell (osx x86/ppc) - nemo (TCP) (https://strikecenter.bpointsys.com/bps/strikes/shellcode/multi/shell_multi_osx_nemo_tcp.xml),http://www.milw0rm.com/shellcode/1318 (http%3a%2f%2fwww.milw0rm.com%2fshellcode%2f1318),.,1421930880-1421930881
Reconnaissance,SunRPC Portmapper (UDP) TCP Service,udp,175.45.176.2,8490,149.171.126.18,111,SunRPC UDP Portmapper GETPORT Request (hostifv2/tcp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_udp/service_tcp/hostif_v2_tcp.xml),-,.,1421930881-1421930881
Generic, IXIA,udp,175.45.176.1,47439,149.171.126.18,53,Microsoft_DNS_Server_ANY_Query_Cache_Weakness_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/microsoft_dns_server_any_query_cache_weakness_attack.xml),CVE 2005-4092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4092)BID 15732 (http://www.securityfocus.com/bid/15732)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930882-1421930882
Exploits,Miscellaneous Batch,tcp,175.45.176.1,50707,149.171.126.14,143,Microsoft Color Management ColorMatchToTargetW (IMAP4 Quoted Printable) (https://strikecenter.bpointsys.com/bps/strikes/exploits/misc/ms08_046_color_management_color_match_to_target_imap4_download_quoted_printable.xml),OSVDB 56574 (http://www.osvdb.org/56574)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC),.,1421930882-1421930884
Generic, IXIA,udp,175.45.176.1,1043,149.171.126.18,53,Microsoft_DNS_Server_ANY_Query_Cache_Weakness_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/microsoft_dns_server_any_query_cache_weakness_attack.xml),CVE 2005-4092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4092)BID 15732 (http://www.securityfocus.com/bid/15732)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930883-1421930883
Exploits,Microsoft IIS,tcp,175.45.176.2,30319,149.171.126.15,80,"Microsoft IIS 5.0, IIS 5.1, IIS 6.0 WebDAV Authentication Bypass Variant 2 (https://strikecenter.bpointsys.com/bps/strikes/exploits/iis/microsoft_iis_webdav_auth_bypass_1.xml)",CVE 2009-1535 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2009%2d1535)MSB MS09-020 (http://www.microsoft.com/technet/security/bulletin/MS09%2d020.mspx)BID 34493 (http://www.securityfocus.com/bid/34493)OSVDB 54555 (http://www.osvdb.org/54555)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.6%20%28AV%3aN%2fAC%3aH%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930883-1421930886
Exploits,Miscellaneous Batch,tcp,175.45.176.1,24773,149.171.126.19,25,Shadow Stream Recorder 3.0.1.7 File Buffer Overflow (https://strikecenter.bpointsys.com/bps/strikes/exploits/misc/shadow_stream_recorder_file_BO.xml),CVE 2013-2325 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2013%2d2325)BID 603000 (http://www.securityfocus.com/bid/603000)OSVDB 93859 (http://www.osvdb.org/93859)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930884-1421930886
Generic, IXIA,UDP,175.45.176.1,1043,149.171.126.18,53,Microsoft_DNS_Server_ANY_Query_Cache_Weakness_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/microsoft_dns_server_any_query_cache_weakness_attack.xml),CVE 2005-4092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4092)BID 15732 (http://www.securityfocus.com/bid/15732)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930885-1421930885
Generic, IXIA,udp,175.45.176.1,47439,149.171.126.18,53,Microsoft_DNS_Server_ANY_Query_Cache_Weakness_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/microsoft_dns_server_any_query_cache_weakness_attack.xml),CVE 2005-4092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4092)BID 15732 (http://www.securityfocus.com/bid/15732)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930885-1421930885
Exploits,Miscellaneous Batch,tcp,175.45.176.1,21474,149.171.126.12,6667,Talkative IRC String Response Buffer Overflow (https://strikecenter.bpointsys.com/bps/strikes/exploits/misc/irc_remote_stack_overflow.xml),BID 47618 (http://www.securityfocus.com/bid/47618)OSVDB 72095 (http://www.osvdb.org/72095)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC),.,1421930885-1421930886
Exploits,Clientside,tcp,175.45.176.2,60398,149.171.126.19,80,Adobe Shockwave Director rcsL Chunk Memory Corruption (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/adobe_shockwave_director_rcsl_chunk.xml),CVE 2010-3653 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2010%2d3653)BID 44291 (http://www.securityfocus.com/bid/44291)OSVDB 68803 (http://www.osvdb.org/68803)http://www.exploit-db.com/exploits/15296/ (http%3a%2f%2fwww.exploit%2ddb.com%2fexploits%2f15296%2f)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930886-1421930888
Exploits,Miscellaneous Batch,tcp,175.45.176.3,13727,149.171.126.10,16102,Blue Coat BCAAA Stack Buffer Overflow (https://strikecenter.bpointsys.com/bps/strikes/exploits/misc/blue_coat_bcaaa_bof.xml),CVE 2011-3494 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2011%2d3494)OSVDB 75456 (http://www.osvdb.org/75456)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930887-1421930887
Generic, IXIA,UDP,175.45.176.1,47439,149.171.126.18,53,Microsoft_DNS_Server_ANY_Query_Cache_Weakness_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/microsoft_dns_server_any_query_cache_weakness_attack.xml),CVE 2005-4092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4092)BID 15732 (http://www.securityfocus.com/bid/15732)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930887-1421930887
Generic, IXIA,udp,175.45.176.1,1043,149.171.126.18,53,Microsoft_DNS_Server_ANY_Query_Cache_Weakness_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/microsoft_dns_server_any_query_cache_weakness_attack.xml),CVE 2005-4092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4092)BID 15732 (http://www.securityfocus.com/bid/15732)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930888-1421930888
Reconnaissance,SunRPC Portmapper (UDP) TCP Service,UDP,175.45.176.2,8854,149.171.126.16,111,SunRPC UDP Portmapper GETPORT Request (mountdv3/tcp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_udp/service_tcp/mountd_v3_tcp.xml),-,.,1421930888-1421930888
Exploits,Web Application ,tcp,175.45.176.0,32187,149.171.126.19,80,HP OpenView Network Node Manager OvOsLocale Buffer Overflow (https://strikecenter.bpointsys.com/bps/strikes/exploits/webapp/cookie/hp_openview_ovoslocale_cookie_overflow.xml),CVE 2009-0920 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2009%2d0920)BID 34294 (http://www.securityfocus.com/bid/34294)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930889-1421930889
Generic, IXIA,udp,175.45.176.1,1043,149.171.126.18,53,Microsoft_DNS_Server_ANY_Query_Cache_Weakness_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/microsoft_dns_server_any_query_cache_weakness_attack.xml),CVE 2005-4092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4092)BID 15732 (http://www.securityfocus.com/bid/15732)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930889-1421930889
Generic, IXIA,udp,175.45.176.1,47439,149.171.126.18,53,Microsoft_DNS_Server_ANY_Query_Cache_Weakness_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/microsoft_dns_server_any_query_cache_weakness_attack.xml),CVE 2005-4092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4092)BID 15732 (http://www.securityfocus.com/bid/15732)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930889-1421930889
Fuzzers,BGP,tcp,175.45.176.2,50536,149.171.126.10,179,BGP Open: Random Version (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/open_random_version.xml),-,.,1421930889-1421930890
Generic, IXIA,UDP,175.45.176.1,47439,149.171.126.18,53,Microsoft_DNS_Server_ANY_Query_Cache_Weakness_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/microsoft_dns_server_any_query_cache_weakness_attack.xml),CVE 2005-4092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4092)BID 15732 (http://www.securityfocus.com/bid/15732)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930890-1421930890
Reconnaissance,SNMP,udp,175.45.176.2,39920,149.171.126.19,161,SNMP GET-NEXT Missing Community (SNMPv1) (https://strikecenter.bpointsys.com/bps/strikes/recon/snmp/snmp_get_missing_community_v1.xml),-,.,1421930890-1421930890
Generic, IXIA,udp,175.45.176.1,1043,149.171.126.18,53,Microsoft_DNS_Server_ANY_Query_Cache_Weakness_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/microsoft_dns_server_any_query_cache_weakness_attack.xml),CVE 2005-4092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4092)BID 15732 (http://www.securityfocus.com/bid/15732)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930891-1421930891
